Bill Run Date,Service Id,Customer Id,Site ID,Own By,RCA Category,RCA  Sub Category,ABP Analysis,OSO Analysis - Rebill,Review Comment,Patch Details - All,Next Action,Lession Learnt,Previous ReviewComments
15-May-25,BI_915_1640159 EQP_915_1638851 SACM_915_1638738,130291830,OSite_539177_1, , , ,NB came on 23-APR-25 to cease the services with the backdate of 17-JAN-25,Interface  Issue: OMW: here Activate provisioning gateway was stuck awaiting callback from OMW which delayed the NB call. We can see it was retried and then response received for new request as on 24th april.Can't see any SR in our dashboard.Please check with OMW only for Jan request if neeeded., ,708660036,,,
15-May-25,UNI1945912 EVCE1945913,130352578,OSite_600982_1, , , ,"NB cae on 28th April, to cease the services with the backdate of 22-JAN-25","NB delayed due to failure on Send to Billing.
Handled under SR019577324. .This was WAD from OSO side. Here NB call failed for the very first time due to impact of manual handling on previous version under SR019548847 by SQO team.

Details of SR019548847 :
WA - Fallout team applied known WA to handle the Set Product Status fallout.
RCA - Impact of SQO defect 2627930 which is pending feature creation.", ,708718378,,,
15-May-25,EQP2653969 UNI2653966 EVCE2653967 SAC2653965,130459122,OSite_677533_1, , , ,NB came on 19-APR-25 to cease the services with the backdate of 17-JAN-25,"RCA: Amdocs Outage
Here NB call delayed as order was stucked on UNI Interface Turn Down which was handled under:SR019574803 with RCA: Amdocs outage on 17th Jan 2025",[5/15 : Biswajit ] - Services were ceased with back date 17 jan and the charges post 17th Jan has been creadited back.,,,,
15-May-25,BI3241954 SAC3241952 EQP3241953,130703384,OSite_771321_1, , , ,NB came on 17-APR-25 to cease the services with the backdate of 25-FEB-25,"
Flag for Release PONR was not released on 7th march due to OSO Outage which delayed the NB call here.",[5/15 : Biswajit ] - In the Bill 05/15/25 Services are backdated from Feb 26,,,,
15-May-25,SAC3710764 UNI3710767 EVCE3710768 EQP3710766,130824384,OSite_863793_1, , , ,NB on 15-APR-25 to activate the services with the date of 12-MAR-25,"User Eductaion: User (Mclain Jason) delayed the task - ""Capture Switch/CM/NID3.0 details"" which delayed the NB call here","5/12: Dale to check when the usage started on this site

[5/15 : Biswajit ] - For Site Duke St Lancaster Services are backdated from Mar 12",,,,
15-May-25, , , , , , , ,All 773 records where patch done at SQO/OMS is presented. Approved to patch the 4 occurrences where prices reverted at ABP. We have setup moinitoring to see if there are any new occurrences,Check with Abhishek Bajpai.No impact on Bill,,,,
15-May-25, ,130323846, , , , , , , ,,,,
15-May-25, ,130824935, , , , ,Customer 130824935 has two BA's : 708804478 migrated on 15-MAY-24 and the other BA 708880599 migrated on 15-MAR-25. Customer 130824935 has Rebill request for March 15th and Apr 15th cycles . but he has one BA (708880599) with first Orion bill date of Apr-15., , ,,,,
15-May-25, ,130677050, , , , , , , ,,,,
15-May-25, , , , , , ,"From Billing side, prices are patched and moved to SQO to patch from their side.", , ,,,,
1-May-25,EQP2084535,130379199,OSite_621065_1, , , ,NB call received on 2nd April 2025 to change the Service type from EDI~~Fiber_Underlay-> EDI with the date of 1st October 2024,"Shared Scenario with EDI + BVE , Customer is holding BVE from 2022. Now underlay was blocking EDI Amend and hence it was manually released to release the cache order and hence billing for shared EQP was manually progressed.
Old Order  with lots of manual handling - March 2022 Order","4/24 Saurabh - Discussed, Approved to patch to take this customer out of rebill

[4/30 Abhishek]: Patched",,,,
1-May-25,BVE2510132 EQP2510133,130439428,OSite_677360_1, , , ,NB call received on 10th April 25 to activate the BVE and EQP witht the effective date of 21st December 2023,"Please check with User. As per the PTD history change without UD Amend, We are not clear with User expectation here as User was changing PTD multiple times without performing UD Amend.Also,get the billing date from the User/TTU team only.","[4/21 Abhishek]: Sonalika/team to check with CPM about the PTD date as user has changed PTD multiple time.

[4/ 21 Abhishek]: Zac will check with TTU team about usage
(4/22 Sonalika)-Awaiting CPM response
4/23 Saurabh - As per CPM, OTT is not supposed to be active. Dale confirmed to NOT bill this BVE and EQP. As a WA Billng will stop charging this BVE and EQP (subscriber numbers : 1760485,1760484)
Cease the OTT service

[4/30 Abhishek]: Patched",708746446,,,
1-May-25,WB3502690,130130933,OSite_264340_1, , , ,NB call received on 2nd April to activate WB product with date of 25th October 2024,"This was already discussed in previous Rebill Cycle and defect was opened :- 2829747 which has been already discussed in Finance defect call too.
Here due to Amdocs data issue(as per defect analysis), Notification group was not created for Wireless backup (WB3502692 , WB3502690 ) and hence manual WA was applied from OSO and hence NB call got triggered on 2nd April as a part of handling only. This was for same customer and two sites:- OSite_264340_1 ,OSite_264341_1 . No Other instance in production.","[4/21 Abhishek]:Abhishek B to provide the Patch and impacts based on the 90days back revenue policy.
4/23 Saurabh - Approved to Patch to backdate to last 90 days
[4/30 Abhishek]: Patched",,,,
1-May-25,WB3502692,130130933,OSite_264341_1, , , ,NB call received on 2nd April to activate WB product with date of 25th October 2024,"This was already discussed in previous Rebill Cycle and defect was opened :- 2829747 which has been already discussed in Finance defect call too.
Here due to Amdocs data issue(as per defect analysis), Notification group was not created for Wireless backup (WB3502692 , WB3502690 ) and hence manual WA was applied from OSO and hence NB call got triggered on 2nd April as a part of handling only. This was for same customer and two sites:- OSite_264340_1 ,OSite_264341_1 . No Other instance in production.","[4/21 Abhishek]:Abhishek B to provide the Patch and impacts based on the 90days back revenue policy.
4/23 Saurabh - Approved to Patch to backdate to last 90 days",,,,
1-May-25,EQP1723616 UNI1723619 EVCE1723617 SAC1723615,130307138,OSite_558048_1, , , ,NB call received on 6th April 2025 to disconnect the services from 8th Jan 2025,"This is Move order where User had changed the PTD for Disconnect order but no UD Amend which had blocked the Cease order also awaiting new PTD.
As per OSO, Billing date is 8th Jan but considering Coupled Hotcut, Please check with TTU for usage end date on this site and accordingly patch the date if required.

Time Stamp              Old Date                 New Date
2025-04-07 19:23:57.430 2025-05-22 12:00:00.000 2025-04-10 12:00:00.000
2025-04-07 14:00:30.746 2025-04-07 12:00:00.000 2025-05-22 12:00:00.000
2025-04-02 17:20:04.966 2025-05-22 12:00:00.000 2025-04-07 12:00:00.000
2025-03-12 18:02:15.186 2025-04-01 12:00:00.000 2025-05-22 12:00:00.000
2025-02-13 18:18:09.120 2025-03-03 12:00:00.000 2025-04-01 12:00:00.000
2025-01-24 19:16:11.250 2025-02-28 12:00:00.000 2025-03-03 12:00:00.000
2025-01-08 13:25:43.783 2025-01-08 12:00:00.000 2025-02-28 12:00:00.000
2024-10-21 15:43:31.034 2025-01-08 12:00:00.000","4/24 Saurabh - Dale checking TTU usage to see if disco date of 1/8/25 needs to be changed
4/25 Saurabh - Dale checked TTU usage and customer was using services until Apr-2025 when they were shut down (on 4/6/25)
4/25 Dale- Need to discuss on Offshore call. Services were used until disconect date.
4/25 Saurabh - No backdate disco is needed, Dale confirmed Move date was 4/10/25. Change 1/8/25 to 4/10/25

[4/30 Abhishek]: Patched

5/1 Biswajit - As move date is 4/10, the billed amount was credited for the next periods.",,,,
1-May-25,EVCE2004258 UNI2004260 EQP2004257 SAC2004256,130345960,OSite_603087_1, , , ,NB call received on 10th April 2025 to disconnect the services from 17th Jan 2025,"Interface: SNP fallout on ""Core port turn Down"" which was completed by user-Dada Abeolu on 10th April 2025
Seems like Handled under SR019574798. Not visible to us as never came to Amdocs Queue.","4/24 Saurabh - Sonalika to check with SNP team on why there was a delay.
4/25 Saurabh - Anaragha/Sonalika to follow up with SNP team on the RCA and open a new SR. Also Dale to check if customer was using EDI.
4/25 Saurabh - Confirmed with Dale nothing needs to be done.. Marking as Discussed

4/28 Anargha - Update from SNP team regarding the RCA -
The device was decommissioned and is inaccessible in the network.
RCA: The RCA is an intermittent connectivity issue",,,,
1-May-25,EQP2592942 SAC2592941,130466620,OSite_688005_1, , , ,NB call received on 11th April to disconnect these 2 products with the backdate of 31st Jan 25 however UNI2592947 and EVCE2592946 disconnected on 2nd feb with the same disconnect date . Please check why EQP and SAC were not disconnected in the month of FEB,"Amdocs Env Issue on 3rd Feb:Handled Under SR019574822

on 3rd feb when the Billing flag should be released we have a OSO downtime/outage because of incident - > INC007489104 and it prevented billing flag release for EQP and SAC. ","4/24 Saurabh - Discussed, no patch needed",,,,
1-May-25,EQP_451_3421652 EQP_451_3427482 SACM_451_3448951,130940167,OSite_825922_1, ,Interface,DCP Fallout,NB call received on 3rd April to disconnect these products with the date 25th Jan 25 however BVE was disconnected on 3rd Feb with the backdate of 25th Jan 25,"Here NB call was prevented for SAC and EQP due to DCP fallout on ""Notify DCP of Start of Voice Service Product Disconnection"" which seems to be handled by DCP/User in April. No SR found in Amdocs record.
RCA: Interface: DCP Fallout(Rare Occcurance): For more details on RCA Please check with DCP team.Details provided below for fallout request to DCP:-
Tracking Id: 15113987
https://api.orion.comcast.com/onp/v1/sendNotification
TimeStamp:2025-02-11 14:34:34.307",4/30: Sonalika to reach out to DCP to check,,,,
15-Apr-25,EVCE_135_2035376 EQP_135_2039611 UNI3518397 EVCE3518396 ,130369690,OSite_612994_1 , , , ,"Subscriber's services have changed: added services:  Equipment Cost (NRC), Equipment Fee (MRC). removed services:  Equipment Cost (NRC), Equipment Fee (MRC).

these came with backdate of 24-OCT-24","task delayed by user at equipment flow from 2024 to march 2025 -> """"MVT Refresh""", ,,,,
15-Apr-25,UNI_415_1609194 EVCE_415_1607248 SACM_415_1607249 EQP_415_1607669 ,130284632,OSite_529819_1 , , , ,Subscribers ceased on 15-MAR-25 with the backdate of 04-DEC-24,"Interface:SNP team: NB delayed due to SNP fallout on Core Port Turn Down.
SNP team moved SR for retry only. SR019561258
Please check with SNP if more details needed on RCA part.","4/7 Anisha: Abhishek A. to double chekc the ticket mentioned, whether it was SNP issue or something at OSO.
 4/9 Prateek: SNP issue only not an OSO issue
4/10: Biswajit to raise an SR for SNP for RCA purpose. It will be added in tracker for Open items",,,,
15-Apr-25,EVCE2532905 UNI2532901 SAC2532849 EQP2532925 ,130346289,OSite_680418_1 , , , ,"EVCE and UNI activated on 21-MAR-25 wiht the backdate of 12-FEB-25. However,  EQP activated with the date of 21-MAR-25 and SAC with date of 04-JAN-25",in 2022 order site level there was some issue that was manually handled because all order was caneclled at OSO then manuaally decomposed again.. this is re-establish flow so ideal behaiour is the cease date should match with new activation date. UNI EVCE 12 feb date is correct SAC and EQP should again activated with the same date they got ceased  earlier, ,,,,
15-Apr-25,UNI3245350 EVCE3245348 EQP3245349 SAC3245345 ,130703965,OSite_771778_1 , , , ,NB on 25-MAR-25 to create the subscribers wiht the date of 14-FEB-25,"User Education: User(Dipaliya mathew) delayed the manual task ""Capture Switch/CM/NID3.0 Details"" from 14th Feb  to 25th March. ", ,,,,
15-Apr-25,EVCE4000725 UNI4000726 EQP4000727 EQP4000728 ,130706908,OSite_773655_1 , , , ,NB on 27-MAR-25 to create the subscribers with the backdate of 06-FEB-25,"shared SAC between EDI and BI and BI was marked as failed install and never reinstalled again, later user Garcia+Tina released the BI flow manually not sure why it should have been opened up after scheduling.. so EDI got delayed becaused of BI and why BI was stalled for scheduling and what is expcetd with BI this needs to be checked with user only.. comcast user should not do WA on their onw they must raise SR only",[15-Apr-25]- Biswajit - Billing backdated to 06th Feb with the adjusted rate.,,,,
15-Apr-25,UNI_455_3300331 EVCE_455_3300448 SACM_455_3290770 EQP_455_3291828 ,130823419,OSite_804378_1 , , , ,NB on 16-MAR-25 to cease the subscribers with the backdate of 17-JAN-25,"
NB Call got delayed due to the reason - success callback from SNP team was not updated at OSO end due to OSO outage.
Handled under SR019563765- outage on January 16th-17th, INC007407288
From last month We are already monitoring these fallouts and sending mail proactively in order to avoid such delay.","4/7: Need to check how fallouts are handled

[15-Apr-25]- Biswajit - Billing backdated to Jan 18th with the adjusted rate and Net Impact is matching in the bill.",,,,
15-Apr-25,EQP_455_3329004 SACM_455_3321714 EQP_455_3324771 ,130825630,OSite_800892_1 , ,Interface,DCP Fallout, EQP_455_3329004 SACM_455_3321714  ceased with the date of 21-MAR-25 whereas EQP_455_3324771 ceased with the date of 15-FEB-25. Associated BVE_455_3328216 was ceased back on 17-FEB-25 with the backdate of 15-FEB-25," EQP_455_3324771   - failure at DCP task in service flow stalled the EQP cease flow which got fixed on 22 March 2025 Interface issue
 EQP_455_3329004, SACM_455_3321714 : Billing date of DOCSIS is correct since it's dependent only on its underlay service (COAX), and underlay  also got delayed because of DCP task fallout so dates are correct", ,,,,
15-Apr-25,BVE4082611 EQP4082610 ,131194228,OSite_916478_1 , , , ,NB came on 02-APR-25 to create the subscribers with the backdate of 11-MAR-25,"User Education: user(Ruffin Shikaila) delayed the manual task ""DOI Completed"" from 11th march to 1st April.very Rare Scenario for this GT in our Rebill.", ,,,,
15-Apr-25,BVE4011291 EQP4011289,131183671,OSite_909504_1, , , ,NB came on 04-APR-25 to activate BVE and EQP with backdate of 07-MAR-25.,"User Education: user(Archuleta M) delayed the manual task ""DOI Callflow Design GT"".", ,,,,
15-Apr-25,PRI_715_1620440,130286684,OSite_532108_1, , , ,"On 17-MAR-25 there was an Update Parameter call on Subscriber 464533  , resulting with transforming stepped promotion into flat", , ,"708,740,118,708,739,000",,,
15-Apr-25,PRI_155_2183936,130398773,22819 E APPLEWAY AVE-ALTEK MANUFACTURING(OSite_633302_1) , , , ,"It is a stepped promo where price decreased from 1-50 to -100 on 09-JAN-25. Its UPSQO transaction was triggered on 09-JAN-25. Price not updated at SQO.
SQO defect for the issue: Defect 2832415. Price needs to be updated at SQO.", , ,708732368,,,
"April 1, 2025",EQP2138519,130386010,OSite_625448_1,OSO,Old Order,2022 Order: Billing Sync point,NB call came on 9th March to update some parameter with the backdate of  1st October 2024,"RCA:Old Order from 2022
Handled under SR019563997 and RCA was not conclusive due to absence of logs.",,,,,
"April 1, 2025",EVCE2440521 UNI2440522 EQP2440520 SAC2433558,130412777,OSite_668510_1,OSO,User Education,Manual task Delay,NB call came on 16th March 25 to disconnect products with the backdate of 23rd Feb 2024,"User Education: user (Kebede Sehin) delayed the manual GT: ""Suspend Ethernet Service"" from 23rd Feb to 13th March and then 3 days of mandatory wait rule on Registered Timed Action",,,,,
"April 1, 2025",UNI2838876 EVCE2838877 EQP2838875 SAC2782698,130515114,OSite_710560_1,OSO,User Education,WAD: Re-Establishment,NB call came on 5th March 25 to activate the services with the backdate of 23rd December 2024,Working As Designed: This is the case of Re-establishment. There was on-going Disconnect order which crossed PONR on 3rd Jan with billing date of 23rd Dec (WAD- 10 Days for Mandatory Wait Rule) and then User restored the order on 5th march which was still before PONRE and hence order got restored as expected.Billing Dates are correct here considering no service turn down at the site.,,,,,
"April 1, 2025",EQP3502691,130130933,OSite_264340_1,OSO,Not Reproducible,New Defect Opened for billing flag not reeleased for Connection Device: DE 2829747,NB call came on 13rd March to activate it with the backdate of 25th October 2024,Here Billing Flag was not released for the mentioned EQP flow by the system on 25th Oct 2024. We have opened new defect for the RCA: Defect- 2829747. Please open a common SR for this and below record which belongs to same cutomer but different site id. SR would be helpful for tracking purpose. Billing Date is correct for both the record.,,,,,
"April 1, 2025",EQP3502689,130130933,OSite_264341_1,OSO,Not Reproducible,New Defect Opened for billing flag not reeleased for Connection Device: DE 2829747,NB call came on 13rd March to activate it with the backdate of 25th October 2024,Here Billing Flag was not released for the mentioned EQP flow by the system on 25th Oct 2024. We have opened new defect for the RCA: Defect- 2829747.This is another site of above record.Billing Date is correct.,,,,,
1-Apr-25,EQP2138519,130386010,OSite_625448_1, , , ,NB call came on 9th March to update some parameter with the backdate of  1st October 2024,"RCA:Old Order from 2022
Handled under SR019563997 and RCA was not conclusive due to absence of logs.","[3/19 Abhishek]: Abhishek A will do more analysis on this order, what exactly happened with this order",,,,
1-Apr-25,EVCE2440521 UNI2440522 EQP2440520 SAC2433558,130412777,OSite_668510_1, , , ,NB call came on 16th March 25 to disconnect products with the backdate of 23rd Feb 2024,"User Education: user (Kebede Sehin) delayed the manual GT: ""Suspend Ethernet Service"" from 23rd Feb to 13th March and then 3 days of mandatory wait rule on Registered Timed Action","[3/19 Abhishek]: Venkata will reachout to CPM user to check why this was pending so long and also check about usage with TTU team.
3/20 Kalyan-  sales and CMP were waiting for customer response to go on suspension that is why it
took long time to complete the tasks
3/20 Saurabh - As discussed during onshore call, this delay happened due to customer’s site got flooded and there was no response (as per CPM).
Due to this customer is claiming services were not used and should have been disconnected.
@Sapra, Sonalika (Contractor) to check and confirm with TTU team if customer was using services from 2/24 (OSite_668510_1 - 300 Brickstone Sq  #4) , if no usage then we will let rebill process and credits of ~14k to be applied to the account 708745060
3/28 Saurabh - Removed Rebill entry (no credit will be given) as per requested by Dale/Sonalika",,,,
1-Apr-25,UNI2838876 EVCE2838877 EQP2838875 SAC2782698,130515114,OSite_710560_1, , , ,NB call came on 5th March 25 to activate the services with the backdate of 23rd December 2024,Working As Designed: This is the case of Re-establishment. There was on-going Disconnect order which crossed PONR on 3rd Jan with billing date of 23rd Dec (WAD- 10 Days for Mandatory Wait Rule) and then User restored the order on 5th march which was still before PONRE and hence order got restored as expected.Billing Dates are correct here considering no service turn down at the site.,"[3/19 Abhishek]: To update the impact

3/26: Somnath to raise SR to track the patch
03/26: Somnath raised SR019569958",,,,
1-Apr-25,EQP3502691,130130933,OSite_264340_1, , , ,NB call came on 13rd March to activate it with the backdate of 25th October 2024,Here Billing Flag was not released for the mentioned EQP flow by the system on 25th Oct 2024. We have opened new defect for the RCA: Defect- 2829747. Please open a common SR for this and below record which belongs to same cutomer but different site id. SR would be helpful for tracking purpose. Billing Date is correct for both the record.,03/19 Sumanta - SR019568026 raised,,,,
1-Apr-25,EQP3502689,130130933,OSite_264341_1, , , ,NB call came on 13rd March to activate it with the backdate of 25th October 2024,Here Billing Flag was not released for the mentioned EQP flow by the system on 25th Oct 2024. We have opened new defect for the RCA: Defect- 2829747.This is another site of above record.Billing Date is correct.,03/19 Sumanta - SR019568026 raised,,,,
1-Apr-25,UNI_451_3379874 EVCE_451_3384052 SACM_451_3374534 EQP_451_3379223,130938599,OSite_827565_1, , , ,NB call came on 17th March 25 to change the bandwidth from 100-> 50 mbps with the backdate of 9th Jan 2025 hence prices are also changed from $450.35-> $318.6,"RCA: Code: Amdocs defect: 2833461 Fixed , EST Deploy date 03/28/2025 02:12:47.

Here NB Call delayed due to impact of this defect where RELEASE_PONR flag was not released for EDI Modify flow

Handled under SR: SR019565975 and we have another instance in this rebill for same customer but different Site.
Defect Issue:
EDI no change and EDI modify both are In delivery, that's not correct.
EDI no change should be amended in DB and should not show up in PMD UI as it is the older version.
Due to this EDI modify was waiting at Set product PONR which should have been released.
Resolution: WA: Task was completed from OSO end
RCA: 2833461 defect is in fixed phase so marking ticket as change implementation.",03/19 Sumanta - SR019568026 raised,,,,
1-Apr-25,SACM_451_3387211 UNI_451_3380024 EVCE_451_3377015 EQP_451_3371838,130938663,OSite_828271_1, , , ,NB call came on 4th March to disconnected the services with the backdate of 24th Jan 2025,RELEASE_PONR Flag was not released on 3rd Feb 2025 by the system which was later released manually causing NB delay. Date is correct here. No other instance found yet and no error log.Please raise SR for tracking purpose only to work on query/script in order to deal with such issues.,"3/27: somnath to raise Srfor the script which Abhishek A. will work on and add it in tracker for open items.
03/27: Somnath: SR019570603 raised",,,,
1-Apr-25,EQP_291_3014494 PRI_291_3018202 SACM_291_3017409 EQP_291_3014520,130609585,OSite_741891_1, , , ,"NB came on 08-MAR-25 to cease PRI_291_3018202 and EQP_291_3014494 with thebackdate of 26-FEB-25.
EQP_291_3014520 and SACM_291_3017409 ceased with 08-MAR-25 date",Delay is due to Mandatory Wait Rule and got captured due to cycle change . And Mentioned sac and EQP's MRC was  were already stopped on 25th Jan 2025. This is same as another rebill record in previous rebill cycle with defect: 2816776, ,,,,
1-Apr-25,UNI_291_3023410 EVCE_291_3021586,130611268,OSite_741316_1, , , ,UNI and EVCE subscribers ceased with backdate of 17-JAN-25,"RCA: Amdocs Known Outega on 16th jan 2025: Handled under SR019560997 which later progressed the NB call here.
NB Call Delayed as success callback from SNP team was not updated at OSO side.
Environment issue due to Multi Site Order which caused outage on 16th jan 2025.
Core issue addressed under Defect: 2802459

Also Here SAC and eqp is shared with PRI and still active, hence Cease call was only for UNI and EVCE.", ,708767170,,,
1-Apr-25,UNI_451_3379874 EVCE_451_3384052 SACM_451_3374534 EQP_451_3379223,130938599,OSite_827565_1, , , ,"Update parameter call came on 17-MAR-25 to make following changes with backdate of 09-JAN-25.
1. Update bandwidth from 100 to 50. Price of BASICEVC offer getting updated from 450.35 to 318.6","RCA: Code: Amdocs defect: 2833461 Fixed , EST Deploy date 03/28/2025 02:12:47.

Here NB Call delayed due to impact of this defect where RELEASE_PONR flag was not released for EDI Modify flow

Handled under SR: SR019565975 and we have another instance in this rebill for same customer but different Site.
Defect Issue:
EDI no change and EDI modify both are In delivery, that's not correct.
EDI no change should be amended in DB and should not show up in PMD UI as it is the older version.
Due to this EDI modify was waiting at Set product PONR which should have been released.
Resolution: WA: Task was completed from OSO end
RCA: 2833461 defect is in fixed phase so marking ticket as change implementation.", ,708821076,,,
1-Apr-25,EQP2194593 EQP2439766 EVCE2194594 UNI2194595 SAC2194050 MR2439765,130399132,OSite_636704_1, , , ,NB came on 20-MAR-25 for bandiwdth upgrade from 1000 to 2000 with backdate of 31-OCT-24.,"User Education: User (Marcin Kostecki) delayed the task ""Confirm technician Switch CM/NID pickup"" from Nov 2024 to march 2025 which has delayed the NB call here.",3/27: Need SR to track patch,708741315,,,
1-Apr-25, ,130407707,OSite_641952_1, , , ,"Subscriber 464533 suspended on Feb-20 , resulting with transforming stepped promotion into flat", , ,"708,740,118,708,739,000",,,
1-Apr-25, ,130349413,OSite_599080_1, , , , , ,3/26: Somnath to raise SR ,,,,
1-Apr-25, ,131147916,OSite_880420_1, , , , , ,3/26: Somnath to raise SR ,,,,
1-Apr-25, ,130406666,OSite_925112_1, , , , , ,3/26: Somnath to raise SR ,,,,
1-Apr-25, ,131194398,OSite_918746_1, , , , , ,3/26: Somnath to raise SR ,,,,
1-Apr-25, ,130977106,OSite_857981_1, , , , , ,3/26: Somnath to raise SR ,,,,
1-Apr-25, ,130300411,"OSite_552877_1
OSite_667868_1", , , ,"
EQP rate change happened on 01-OCT-24, and DL/VNI fees on 01-JAN-25.NB came on  20-MAR-25 that reverted the prices back to old rates
Rate after rate change:39.95
8
8

Old rates: 34.95
5
5", , ,,,,
1-Apr-25, ,130532124,OSite_721368_1, , , ,"
EQP rate change happened on 01-OCT-24, and DL/VNI fees on 01-JAN-25.NB came on  19-MAR-25 that reverted the prices back to old rates
Rate after rate change:39.95
Old rates: 34.95", , ,,,,
1-Apr-25, ,130939605,OSite_825871_1, , , ,"
EQP rate change happened on 01-OCT-24, and DL/VNI fees on 01-JAN-25.NB came on  24-MAR-25 that reverted the prices back to old rates
Rate after rate change:
8

Old rates:
5", , ,,,,
1-Apr-25, ,130940817,OSite_824963_1, , , ,"
EQP rate change happened on 01-OCT-24, and DL/VNI fees on 01-JAN-25.NB came on  21-MAR-25 that reverted the prices back to old rates
Rate after rate change:
8

Old rates:
5", ,[01-Apr-25]- Biswajit - Billing backdated to 21st March with the new rate of $8.00,,,,
1-Apr-25, ,130943634,OSite_833598_1, , , ,"
EQP rate change happened on 01-OCT-24, and DL/VNI fees on 01-JAN-25.NB came on  05-MAR-25 that reverted the prices back to old rates
Rate after rate change:
8

Old rates:
5", ,[01-Apr-25]- Biswajit - Billing backdated to 05th March with the new rate of $8.00,,,,
1-Apr-25, ,130945490,OSite_826150_1, , , ,"
EQP rate change happened on 01-OCT-24, and DL/VNI fees on 01-JAN-25.NB came on  10-MAR-25 that reverted the prices back to old rates
Rate after rate change:
8

Old rates:
5", ,[01-Apr-25]- Biswajit - Billing backdated to 10th March with the new rate of $8.00,,,,
1-Apr-25, ,131151529,OSite_898540_1, , , ,"
EQP rate change happened on 01-OCT-24, and DL/VNI fees on 01-JAN-25.NB came on  14-MAR-25 that reverted the prices back to old rates
Rate after rate change:
8
8

Old rates:
5
5", ,[01-Apr-25]- Biswajit - Billing backdated to 14th March with new rate of $8.00,,,,
"April 1, 2025",EVCE2440521 UNI2440522 EQP2440520 SAC2433558,130412777,OSite_668510_1,OSO,User Education,User pending task: already Informed multiple times via Report,NB call came on 16th March 25 to disconnect such products with the backdate of 23rd Feb 2024,"User Education: user (Kebede Sehin) delayed the manual GT: ""Suspend Ethernet Service"" from 23rd Feb 2024 to 13th March 2025 and then 3 days of mandatory wait rule on Registered Timed Action. This was already highlighted multiple times in Dec via mail and it appears the issue was not addressed, and the user completed the task this month. To prevent similar occurrences in the future, it is crucial to thoroughly review the provided sheet of pending user tasks esp for this task.",,,,,
"April 1, 2025",UNI_451_3379874 EVCE_451_3384052 SACM_451_3374534 EQP_451_3379223,130938599,OSite_827565_1,OSO,Code,defect: 2833461,NB call came on 17th March 25 to change the bandwidth from 100-> 50 mbps with the backdate of 9th Jan 2025 hence prices are also changed from $450.35-> $318.6,"RCA: Code: Amdocs defect: 2833461 Fixed , EST Deploy date 03/28/2025 02:12:47.

Here NB Call delayed due to impact of this defect where RELEASE_PONR flag was not released for EDI Modify flow

Handled under SR: SR019565975 and we have another instance in this rebill for same customer but different Site.
Defect Issue: 
EDI no change and EDI modify both are In delivery, that's not correct. 
EDI no change should be amended in DB and should not show up in PMD UI as it is the older version. 
Due to this EDI modify was waiting at Set product PONR which should have been released.
Resolution: WA: Task was completed from OSO end
RCA: 2833461 defect is in fixed phase so marking ticket as change implementation.",,,,,
"April 1, 2025",SACM_451_3387211 UNI_451_3380024 EVCE_451_3377015 EQP_451_3371838,130938663,OSite_828271_1,OSO,Data,Analysed under 2833461: Wireless Backup: NG Group Not Created ,NB call came on 4th March to disconnected the services with the backdate of 24th Jan 2025,RELEASE_PONR Flag was not released on 3rd Feb 2025 by the system which was later released manually causing NB delay. Date is correct here. No other instance found yet and no error log.Please raise SR for tracking purpose only to work on query/script in order to deal with such issues.,,,,,
"April 1, 2025",EQP_291_3014494 PRI_291_3018202 SACM_291_3017409 EQP_291_3014520,130609585,OSite_741891_1,OSO,User Education,WAD : Captured due to Cycle Change + 2816776: MRC Stopped but Cease date is different,"NB came on 08-MAR-25 to cease PRI_291_3018202 and EQP_291_3014494 with thebackdate of 26-FEB-25. 
EQP_291_3014520 and SACM_291_3017409 ceased with 08-MAR-25 date",Delay is due to Mandatory Wait Rule and got captured due to cycle change . And Mentioned sac and EQP's MRC was  were already stopped on 25th Jan 2025. This is same as another rebill record in previous rebill cycle with defect: 2816776,,,,,
"April 1, 2025",UNI_291_3023410 EVCE_291_3021586,130611268,OSite_741316_1,OSO,Environment,Amdocs known outage on 16th jan,UNI and EVCE subscribers ceased with backdate of 17-JAN-25,"RCA: Amdocs Known Outega on 16th jan 2025: Handled under SR019560997 which later progressed the NB call here.
NB Call Delayed as success callback from SNP team was not updated at OSO side.
Environment issue due to Multi Site Order which caused outage on 16th jan 2025.
Core issue addressed under Defect: 2802459

Also Here SAC and eqp is shared with PRI and still active, hence Cease call was only for UNI and EVCE.",,,,,
"April 1, 2025",UNI_451_3379874 EVCE_451_3384052 SACM_451_3374534 EQP_451_3379223,130938599,OSite_827565_1,OSO,Data,Analysed under 2833461: Wireless Backup: NG Group Not Created ,"Update parameter call came on 17-MAR-25 to make following changes with backdate of 09-JAN-25.
1. Update bandwidth from 100 to 50. Price of BASICEVC offer getting updated from 450.35 to 318.6
","RCA: Code: Amdocs defect: 2833461 Fixed , EST Deploy date 03/28/2025 02:12:47.

Here NB Call delayed due to impact of this defect where RELEASE_PONR flag was not released for EDI Modify flow

Handled under SR: SR019565975 and we have another instance in this rebill for same customer but different Site.
Defect Issue: 
EDI no change and EDI modify both are In delivery, that's not correct. 
EDI no change should be amended in DB and should not show up in PMD UI as it is the older version. 
Due to this EDI modify was waiting at Set product PONR which should have been released.
Resolution: WA: Task was completed from OSO end
RCA: 2833461 defect is in fixed phase so marking ticket as change implementation.",,,,,
